Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,43.84000015258789,43.099998474121094,43.349998474121094,43.209999084472656,2123400.0,37.20148468017578
2010-01-04,43.88999938964844,43.279998779296875,43.4900016784668,43.459999084472656,2750500.0,37.416725158691406
2010-01-05,44.25,43.400001525878906,43.5,44.18000030517578,2575800.0,38.036617279052734
2010-01-06,44.560001373291016,43.77000045776367,44.2400016784668,44.40999984741211,3215300.0,38.2346305847168
2010-01-07,44.56999969482422,44.0099983215332,44.43000030517578,44.290000915527344,2615000.0,38.131309509277344
2010-01-08,44.56999969482422,44.0099983215332,44.380001068115234,44.380001068115234,1934600.0,38.208797454833984
2010-01-11,44.900001525878906,43.65999984741211,44.869998931884766,43.97999954223633,3276000.0,37.86442184448242
2010-01-12,43.939998626708984,43.0099983215332,43.75,43.439998626708984,2973600.0,37.39952087402344
2010-01-13,44.470001220703125,43.61000061035156,43.61000061035156,44.36000061035156,2799900.0,38.191585540771484
2010-01-14,44.65999984741211,44.040000915527344,44.349998474121094,44.61000061035156,4387600.0,38.40681838989258
2010-01-15,45.0,43.79999923706055,44.4900016784668,44.0,3130300.0,37.88163757324219
2010-01-19,44.380001068115234,43.77000045776367,44.060001373291016,44.189998626708984,1995700.0,38.04521560668945
2010-01-20,44.43000030517578,43.779998779296875,44.02000045776367,44.33000183105469,3053000.0,38.16575622558594
2010-01-21,44.5,43.779998779296875,44.41999816894531,43.97999954223633,3301000.0,37.86442184448242
2010-01-22,44.59000015258789,42.06999969482422,43.83000183105469,42.18000030517578,4021100.0,36.31472396850586
2010-01-25,43.5,42.560001373291016,42.560001373291016,43.20000076293945,3857100.0,37.19289016723633
2010-01-26,43.16999816894531,42.150001525878906,43.16999816894531,42.540000915527344,3730800.0,36.624656677246094
2010-01-27,42.810001373291016,41.810001373291016,42.58000183105469,42.65999984741211,3584400.0,36.72796630859375
2010-01-28,43.310001373291016,41.869998931884766,42.7400016784668,42.31999969482422,3739600.0,36.43525314331055
2010-01-29,42.810001373291016,42.2400016784668,42.38999938964844,42.45000076293945,3757100.0,36.54717254638672
2010-02-01,43.150001525878906,42.279998779296875,42.95000076293945,43.08000183105469,2711800.0,37.089576721191406
2010-02-02,43.09000015258789,42.279998779296875,43.06999969482422,43.029998779296875,2360800.0,37.046539306640625
2010-02-03,43.369998931884766,42.65999984741211,42.95000076293945,42.790000915527344,3047700.0,36.83990478515625
2010-02-04,42.630001068115234,41.0,42.630001068115234,41.02000045776367,3757500.0,35.31602478027344
2010-02-05,41.060001373291016,39.459999084472656,40.959999084472656,40.099998474121094,7923800.0,34.52395248413086
2010-02-08,41.18000030517578,40.0,40.029998779296875,40.66999816894531,4943200.0,35.01469421386719
2010-02-09,41.630001068115234,40.83000183105469,41.279998779296875,41.45000076293945,4121300.0,35.68623352050781
2010-02-10,41.91999816894531,41.25,41.5,41.59000015258789,3020500.0,35.806758880615234
2010-02-11,42.7599983215332,41.2599983215332,41.599998474121094,42.52000045776367,2959900.0,36.60742950439453
2010-02-12,42.880001068115234,42.029998779296875,42.2599983215332,42.619998931884766,2758300.0,36.69354248046875
2010-02-16,43.40999984741211,42.91999816894531,42.91999816894531,43.36000061035156,2839400.0,37.33063507080078
2010-02-17,43.810001373291016,43.310001373291016,43.5,43.709999084472656,2247900.0,37.631961822509766
